1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1922.0,0.0,3.0,4,1249.0,6.0,673.0,676.0,3.0,2005.0,1922.0,4,14157.0,86.0,200.0,51.0,5,9,1922.0,2005,2006,377426
1536.0,0.0,3.0,3,810.0,6.0,726.0,532.0,2.0,2002.0,1536.0,4,9135.0,70.0,113.0,74.0,5,7,1536.0,2002,2003,214000
1621.0,0.0,3.0,2,213.0,5.0,995.0,440.0,2.0,1984.0,1621.0,4,14145.0,91.0,0.0,45.0,7,7,1208.0,1984,1998,202500
1215.0,0.0,3.0,1,585.0,3.0,630.0,297.0,1.0,1958.0,1215.0,3,12400.0,66.0,176.0,0.0,7,6,1215.0,1958,1998,155000
993.0,915.0,4.0,1,0.0,1.0,967.0,431.0,3.0,2002.0,1908.0,4,14191.0,85.0,0.0,0.0,5,8,967.0,2002,2002,202900
841.0,0.0,2.0,1,0.0,1.0,721.0,294.0,1.0,1950.0,841.0,3,8400.0,60.0,0.0,0.0,4,4,721.0,1950,1950,82000
1040.0,0.0,2.0,0,0.0,0.0,0.0,400.0,1.0,1949.0,1040.0,3,8544.0,69.0,340.0,0.0,4,3,0.0,1949,1950,87500
1684.0,0.0,2.0,1,28.0,6.0,1656.0,564.0,2.0,2005.0,1684.0,5,8849.0,63.0,616.0,72.0,5,9,1684.0,2005,2005,266000
536.0,576.0,3.0,1,129.0,3.0,175.0,336.0,1.0,1976.0,1112.0,3,2592.0,36.0,0.0,0.0,3,5,536.0,1976,1976,85000
972.0,605.0,3.0,1,0.0,1.0,972.0,312.0,1.0,1939.0,1577.0,2,6435.0,65.0,0.0,0.0,5,6,972.0,1939,1950,140200
958.0,0.0,2.0,2,498.0,4.0,460.0,301.0,2.0,1960.0,958.0,3,12772.0,69.0,0.0,0.0,8,6,958.0,1960,1998,151500
1478.0,0.0,3.0,1,1270.0,4.0,208.0,498.0,1.0,1960.0,1478.0,3,17600.0,69.0,30.0,40.0,5,6,1478.0,1960,1960,157500
764.0,862.0,2.0,1,573.0,6.0,191.0,474.0,2.0,2003.0,1626.0,4,2448.0,36.0,106.0,27.0,5,7,764.0,2003,2004,154000
1848.0,880.0,4.0,1,1410.0,6.0,438.0,706.0,3.0,2006.0,2728.0,5,20431.0,56.0,870.0,0.0,5,9,1848.0,2005,2006,437154
1869.0,0.0,2.0,1,0.0,1.0,1869.0,617.0,2.0,2007.0,1869.0,5,7820.0,68.0,362.0,54.0,5,9,1869.0,2007,2007,318061
1453.0,0.0,3.0,4,1082.0,6.0,371.0,445.0,2.0,1986.0,1453.0,4,5271.0,69.0,0.0,80.0,5,7,1453.0,1986,1986,190000
616.0,495.0,3.0,2,236.0,2.0,0.0,200.0,1.0,1941.0,1111.0,3,9084.0,60.0,0.0,0.0,6,5,616.0,1941,1950,95000
720.0,0.0,2.0,1,0.0,1.0,624.0,484.0,1.0,2005.0,720.0,3,8520.0,60.0,0.0,0.0,8,6,624.0,1928,2003,105900
1192.0,403.0,2.0,1,388.0,2.0,552.0,240.0,1.0,1940.0,1595.0,3,8400.0,60.0,0.0,0.0,5,6,940.0,1940,2000,140000
1200.0,0.0,3.0,1,334.0,5.0,322.0,521.0,2.0,1995.0,1200.0,4,11249.0,105.0,0.0,26.0,5,6,1200.0,1995,1995,177500
1167.0,0.0,3.0,1,560.0,6.0,598.0,400.0,2.0,1992.0,1167.0,4,9248.0,69.0,106.0,26.0,6,6,1158.0,1992,1992,173000
1142.0,0.0,3.0,1,874.0,5.0,268.0,528.0,3.0,1976.0,1142.0,3,4224.0,44.0,0.0,90.0,5,5,1142.0,1976,1976,134000
1352.0,0.0,3.0,3,300.0,4.0,468.0,288.0,1.0,1958.0,1352.0,4,6930.0,92.0,120.0,0.0,4,5,1062.0,1958,1958,130000
1086.0,838.0,3.0,3,956.0,6.0,130.0,592.0,2.0,1998.0,1924.0,4,12011.0,78.0,530.0,75.0,5,8,1086.0,1998,1998,280000
912.0,0.0,2.0,3,773.0,6.0,115.0,470.0,2.0,1978.0,912.0,3,7540.0,69.0,0.0,0.0,6,6,888.0,1978,1978,156000
988.0,517.0,3.0,1,399.0,3.0,484.0,240.0,2.0,1940.0,1505.0,3,9144.0,69.0,0.0,0.0,5,5,883.0,1940,1982,145000
495.0,1427.0,4.0,0,0.0,4.0,0.0,672.0,2.0,2003.0,1922.0,4,7301.0,64.0,500.0,0.0,5,7,0.0,2003,2003,198500
483.0,504.0,3.0,1,162.0,5.0,321.0,264.0,1.0,1972.0,987.0,4,1680.0,21.0,510.0,0.0,8,6,483.0,1972,2007,118000
790.0,784.0,3.0,2,712.0,6.0,84.0,566.0,3.0,1976.0,1574.0,3,18800.0,69.0,120.0,111.0,5,6,796.0,1976,1976,190000
672.0,672.0,3.0,1,456.0,3.0,216.0,468.0,1.0,1964.0,1344.0,3,10690.0,59.0,0.0,128.0,7,5,672.0,1920,1997,147000
1394.0,0.0,3.0,1,609.0,4.0,785.0,514.0,2.0,1963.0,1394.0,3,9500.0,69.0,247.0,76.0,5,6,1394.0,1963,1963,159000
1431.0,0.0,3.0,4,371.0,6.0,728.0,296.0,2.0,1962.0,1431.0,3,9150.0,101.0,305.0,110.0,5,6,1099.0,1962,1962,165000
1268.0,0.0,2.0,1,540.0,2.0,728.0,244.0,3.0,1954.0,1268.0,3,7800.0,78.0,200.0,98.0,6,5,1268.0,1954,1954,132000
1287.0,0.0,3.0,1,72.0,5.0,733.0,576.0,3.0,1997.0,1287.0,4,9830.0,69.0,0.0,17.0,7,5,1063.0,1959,2006,162000
953.0,711.0,3.0,1,0.0,1.0,953.0,460.0,2.0,2000.0,1664.0,3,8121.0,69.0,0.0,40.0,5,6,953.0,2000,2000,172400
1120.0,468.0,4.0,0,0.0,0.0,0.0,680.0,3.0,1991.0,1588.0,3,17120.0,80.0,0.0,59.0,4,4,0.0,1959,1959,134432
752.0,0.0,2.0,1,623.0,5.0,0.0,264.0,1.0,1984.0,752.0,3,7175.0,50.0,0.0,0.0,5,6,744.0,1984,1984,125000
1319.0,0.0,3.0,1,428.0,4.0,0.0,270.0,1.0,1953.0,1319.0,3,10634.0,79.0,0.0,0.0,6,5,608.0,1953,1953,123000
847.0,1081.0,4.0,1,0.0,4.0,847.0,434.0,3.0,2003.0,1928.0,4,8200.0,65.0,0.0,48.0,5,7,847.0,2003,2004,219500
904.0,0.0,1.0,4,350.0,4.0,333.0,0.0,0.0,1980.0,904.0,2,10020.0,69.0,0.0,0.0,1,1,683.0,1922,1950,61000
914.0,0.0,2.0,3,298.0,6.0,572.0,576.0,1.0,1998.0,914.0,3,8846.0,57.0,0.0,0.0,5,5,870.0,1996,1996,148000
1580.0,886.0,4.0,1,0.0,1.0,1580.0,610.0,2.0,2004.0,2466.0,4,11143.0,102.0,0.0,214.0,5,8,1580.0,2004,2005,340000
1856.0,0.0,1.0,3,1445.0,6.0,411.0,834.0,3.0,2010.0,1856.0,5,11394.0,88.0,350.0,0.0,2,9,1856.0,2010,2010,394432
1007.0,793.0,3.0,1,0.0,1.0,982.0,463.0,3.0,2000.0,1800.0,3,8123.0,60.0,16.0,63.0,5,6,982.0,2000,2000,179000
1026.0,665.0,3.0,1,218.0,2.0,808.0,308.0,1.0,1924.0,1691.0,4,5000.0,50.0,0.0,0.0,6,5,1026.0,1924,1950,127000
1301.0,0.0,2.0,1,0.0,1.0,1293.0,572.0,2.0,2006.0,1301.0,4,7200.0,60.0,0.0,121.0,5,7,1293.0,2006,2006,187750
939.0,858.0,3.0,3,0.0,1.0,939.0,639.0,2.0,2006.0,1797.0,4,9245.0,79.0,0.0,53.0,5,7,939.0,2006,2006,213500
784.0,0.0,2.0,1,0.0,1.0,784.0,360.0,1.0,1950.0,784.0,3,9000.0,60.0,0.0,0.0,3,6,784.0,1928,1950,76000
1079.0,874.0,3.0,3,985.0,6.0,595.0,501.0,3.0,1992.0,1953.0,4,53107.0,69.0,0.0,231.0,5,6,1580.0,1992,1992,240000
1269.0,0.0,2.0,1,24.0,6.0,1232.0,430.0,3.0,2004.0,1269.0,4,3182.0,43.0,16.0,20.0,5,8,1256.0,2004,2005,192000
658.0,526.0,5.0,1,0.0,1.0,658.0,0.0,0.0,1980.0,1184.0,3,8410.0,58.0,0.0,151.0,3,5,658.0,1910,1996,81000
1125.0,0.0,3.0,3,631.0,5.0,410.0,352.0,1.0,1977.0,1125.0,3,7200.0,72.0,255.0,0.0,6,6,1041.0,1976,1976,125000
1479.0,0.0,3.0,1,0.0,1.0,1468.0,577.0,2.0,1999.0,1479.0,4,9382.0,93.0,125.0,25.0,5,7,1468.0,1999,2000,191000
1742.0,590.0,3.0,3,1280.0,6.0,402.0,846.0,3.0,2008.0,2332.0,5,12474.0,96.0,272.0,134.0,5,10,1682.0,2007,2008,426000
961.0,406.0,4.0,1,241.0,3.0,229.0,384.0,1.0,1978.0,1367.0,3,8405.0,50.0,0.0,130.0,8,5,861.0,1900,1950,119000
804.0,1157.0,3.0,1,690.0,5.0,114.0,560.0,3.0,2001.0,1961.0,4,12209.0,71.0,0.0,192.0,5,6,804.0,2001,2002,215000
882.0,0.0,3.0,0,0.0,0.0,0.0,294.0,2.0,1959.0,882.0,3,8339.0,69.0,0.0,0.0,7,5,0.0,1959,1959,106500
788.0,0.0,2.0,1,266.0,3.0,522.0,0.0,0.0,1980.0,788.0,3,7446.0,69.0,0.0,0.0,5,4,788.0,1941,1950,100000
735.0,299.0,2.0,1,0.0,4.0,735.0,240.0,1.0,1940.0,1034.0,3,10134.0,60.0,0.0,39.0,6,5,735.0,1940,1950,109000
1144.0,0.0,3.0,3,739.0,4.0,405.0,596.0,1.0,1956.0,1144.0,3,9571.0,68.0,0.0,0.0,6,5,1144.0,1956,1956,129000
894.0,0.0,2.0,3,777.0,3.0,117.0,600.0,2.0,1985.0,894.0,3,7200.0,60.0,0.0,0.0,5,5,894.0,1972,1972,123000
876.0,936.0,4.0,1,540.0,5.0,324.0,264.0,2.0,1962.0,1812.0,3,7590.0,69.0,288.0,168.0,5,5,864.0,1962,1962,169500
1077.0,0.0,2.0,1,0.0,1.0,961.0,338.0,1.0,1920.0,1077.0,3,8967.0,60.0,0.0,0.0,2,5,961.0,1920,1950,67000
1112.0,438.0,2.0,1,812.0,6.0,280.0,438.0,3.0,2007.0,1550.0,4,8125.0,65.0,100.0,168.0,5,7,1092.0,2006,2007,241000
1288.0,0.0,1.0,1,786.0,6.0,474.0,500.0,3.0,1996.0,1288.0,5,14963.0,38.0,0.0,30.0,5,8,1260.0,1996,1996,245500
1310.0,0.0,3.0,3,24.0,6.0,1286.0,400.0,3.0,2005.0,1310.0,4,8767.0,65.0,0.0,0.0,5,7,1310.0,2005,2005,164990
672.0,0.0,2.0,1,0.0,1.0,672.0,240.0,1.0,1940.0,672.0,3,10200.0,60.0,0.0,0.0,8,5,672.0,1940,1997,108000
1165.0,0.0,4.0,1,0.0,1.0,1141.0,420.0,3.0,1998.0,2263.0,4,12090.0,93.0,650.0,123.0,5,8,1141.0,1998,1998,258000
806.0,766.0,3.0,1,0.0,1.0,806.0,373.0,3.0,1995.0,1572.0,3,10364.0,69.0,0.0,40.0,5,6,806.0,1995,1996,168000
1620.0,0.0,3.0,1,1116.0,4.0,165.0,490.0,1.0,1993.0,1620.0,3,9991.0,69.0,0.0,78.0,4,4,1281.0,1976,1993,150000
1166.0,0.0,3.0,1,0.0,1.0,1064.0,240.0,1.0,1936.0,1639.0,3,10480.0,51.0,0.0,0.0,5,6,1064.0,1936,1950,115000
840.0,840.0,3.0,1,0.0,1.0,840.0,308.0,2.0,1960.0,1680.0,3,15576.0,63.0,0.0,0.0,7,6,840.0,1915,1976,177000
1071.0,1101.0,3.0,1,0.0,1.0,1063.0,947.0,2.0,2006.0,2172.0,4,14154.0,109.0,350.0,62.0,5,7,1063.0,2006,2006,280000
1050.0,1028.0,3.0,1,789.0,6.0,245.0,836.0,3.0,2008.0,2078.0,5,10800.0,85.0,100.0,102.0,5,8,1034.0,2007,2008,339750
1276.0,0.0,3.0,1,0.0,1.0,1276.0,350.0,1.0,1958.0,1276.0,3,9571.0,68.0,0.0,0.0,3,5,1276.0,1958,1958,60000
1056.0,0.0,3.0,2,1056.0,3.0,0.0,572.0,3.0,1955.0,1056.0,3,34650.0,100.0,0.0,0.0,5,5,1056.0,1955,1955,145000
1478.0,0.0,2.0,3,578.0,6.0,892.0,484.0,3.0,2009.0,1478.0,4,4403.0,69.0,432.0,144.0,5,7,1470.0,2009,2009,222000
1028.0,0.0,2.0,1,0.0,1.0,1008.0,360.0,1.0,1927.0,1028.0,3,8960.0,56.0,0.0,0.0,6,5,1008.0,1927,1950,115000
1080.0,1017.0,3.0,1,50.0,4.0,499.0,678.0,2.0,1993.0,2097.0,4,11228.0,59.0,0.0,187.0,5,7,1080.0,1993,1993,228000
1340.0,0.0,3.0,3,24.0,6.0,1316.0,396.0,3.0,2007.0,1340.0,4,8899.0,73.0,0.0,30.0,5,7,1340.0,2007,2007,181134
672.0,728.0,3.0,1,209.0,5.0,463.0,440.0,3.0,1978.0,1400.0,3,7844.0,74.0,203.0,0.0,7,6,672.0,1978,1978,149500
1370.0,1254.0,4.0,1,1128.0,4.0,242.0,864.0,1.0,1918.0,2624.0,3,22420.0,86.0,0.0,0.0,6,6,1370.0,1918,1950,239000
756.0,378.0,3.0,1,312.0,5.0,444.0,240.0,1.0,1940.0,1134.0,3,8160.0,60.0,0.0,0.0,6,5,756.0,1940,1950,126000
1056.0,0.0,3.0,1,775.0,4.0,281.0,304.0,1.0,1968.0,1056.0,3,8450.0,65.0,0.0,85.0,6,5,1056.0,1968,1968,142000
1344.0,0.0,3.0,4,1309.0,6.0,35.0,784.0,3.0,1997.0,1344.0,3,7060.0,78.0,200.0,0.0,5,7,1344.0,1997,1998,206300
1602.0,0.0,3.0,1,1246.0,5.0,356.0,529.0,3.0,1977.0,1602.0,4,16635.0,69.0,126.0,0.0,7,6,1602.0,1977,2000,215000
988.0,0.0,2.0,1,0.0,4.0,988.0,520.0,2.0,1954.0,988.0,3,21750.0,100.0,0.0,0.0,5,5,988.0,1954,1954,113000
1470.0,0.0,4.0,1,986.0,6.0,484.0,696.0,2.0,1998.0,2630.0,4,9200.0,80.0,473.0,66.0,5,8,1470.0,1998,1998,315000
1196.0,0.0,2.0,1,616.0,2.0,580.0,297.0,2.0,1956.0,1196.0,3,9000.0,72.0,74.0,44.0,5,6,1196.0,1956,1956,139000
707.0,682.0,3.0,1,0.0,1.0,651.0,240.0,1.0,1947.0,1389.0,3,3378.0,60.0,0.0,0.0,8,7,651.0,1946,1992,135000
1644.0,0.0,2.0,4,1518.0,6.0,0.0,569.0,3.0,1989.0,1644.0,4,12800.0,69.0,145.0,0.0,5,7,1518.0,1989,1989,275000
907.0,0.0,3.0,1,288.0,3.0,619.0,352.0,1.0,1964.0,907.0,3,8593.0,77.0,0.0,0.0,6,4,907.0,1957,1957,109008
1208.0,0.0,2.0,1,664.0,6.0,544.0,628.0,2.0,2007.0,1208.0,4,6762.0,64.0,108.0,54.0,5,7,1208.0,2007,2007,195400
1412.0,0.0,3.0,2,1005.0,6.0,387.0,576.0,1.0,1988.0,1412.0,4,11457.0,130.0,0.0,0.0,5,6,1392.0,1988,1988,175000
483.0,504.0,2.0,1,387.0,5.0,96.0,264.0,1.0,1971.0,987.0,3,1680.0,21.0,232.0,0.0,5,6,483.0,1971,1971,85400
1088.0,110.0,4.0,1,0.0,4.0,901.0,0.0,2.0,1980.0,1198.0,3,5586.0,60.0,0.0,98.0,7,6,901.0,1920,1998,79900
765.0,600.0,2.0,1,471.0,5.0,294.0,440.0,1.0,1971.0,1365.0,3,1920.0,24.0,376.0,36.0,5,5,765.0,1971,1971,122500
926.0,678.0,3.0,1,0.0,1.0,926.0,470.0,3.0,1997.0,1604.0,3,10839.0,100.0,0.0,36.0,5,6,926.0,1997,1998,181000
630.0,0.0,1.0,3,495.0,5.0,135.0,0.0,0.0,1980.0,630.0,3,1890.0,21.0,0.0,0.0,7,4,630.0,1972,1972,81000
827.0,834.0,3.0,3,385.0,6.0,70.0,550.0,2.0,1996.0,1661.0,4,10667.0,43.0,0.0,61.0,6,7,799.0,1996,1996,212000
734.0,0.0,2.0,1,0.0,1.0,648.0,440.0,2.0,1990.0,1118.0,3,4400.0,40.0,0.0,0.0,8,6,648.0,1920,1950,116000
904.0,0.0,2.0,1,0.0,1.0,884.0,180.0,1.0,1926.0,904.0,3,6000.0,50.0,0.0,0.0,7,6,884.0,1926,2004,119000
694.0,0.0,3.0,1,365.0,2.0,75.0,352.0,1.0,1990.0,694.0,4,4280.0,40.0,0.0,0.0,6,5,440.0,1913,2002,90350
684.0,512.0,3.0,2,0.0,1.0,684.0,528.0,1.0,2005.0,1196.0,4,12354.0,67.0,0.0,46.0,8,6,684.0,1920,2000,110000
2402.0,0.0,2.0,4,1767.0,6.0,788.0,672.0,3.0,2008.0,2402.0,5,15431.0,105.0,200.0,72.0,5,10,3094.0,2008,2008,555000
1440.0,0.0,4.0,1,133.0,5.0,1307.0,0.0,0.0,1980.0,1440.0,2,12108.0,92.0,270.0,0.0,4,4,1440.0,1955,1955,118000
1128.0,445.0,3.0,1,0.0,1.0,1078.0,360.0,1.0,1930.0,1573.0,3,6240.0,52.0,0.0,0.0,7,5,1078.0,1930,1992,162900
1258.0,0.0,2.0,3,0.0,1.0,1258.0,648.0,3.0,2007.0,1258.0,4,3922.0,53.0,72.0,16.0,5,7,1258.0,2006,2007,172500
933.0,975.0,4.0,1,642.0,6.0,273.0,493.0,1.0,1994.0,1908.0,4,8750.0,70.0,0.0,133.0,5,7,915.0,1994,1995,210000
1689.0,0.0,3.0,1,0.0,1.0,1436.0,480.0,1.0,1956.0,1689.0,3,9855.0,73.0,0.0,0.0,5,6,1436.0,1956,1956,127500
1888.0,0.0,2.0,1,247.0,4.0,557.0,578.0,3.0,1966.0,1888.0,4,16492.0,137.0,0.0,0.0,6,6,1517.0,1966,2002,190000
956.0,930.0,3.0,1,0.0,1.0,930.0,431.0,3.0,1998.0,1886.0,4,11214.0,69.0,0.0,0.0,5,7,930.0,1998,1999,199900
780.0,596.0,3.0,1,0.0,1.0,780.0,198.0,1.0,1937.0,1376.0,3,8600.0,50.0,0.0,0.0,6,6,780.0,1937,1950,119500
679.0,504.0,2.0,1,331.0,5.0,318.0,308.0,1.0,1981.0,1183.0,3,6000.0,50.0,0.0,176.0,7,3,649.0,1948,2002,120000
813.0,0.0,2.0,1,0.0,1.0,813.0,270.0,1.0,1932.0,813.0,4,5684.0,70.0,0.0,113.0,8,6,813.0,1930,2005,110000
1533.0,0.0,2.0,4,655.0,5.0,878.0,576.0,1.0,1975.0,1533.0,4,70761.0,62.0,0.0,54.0,5,7,1533.0,1975,1975,280000
888.0,868.0,3.0,1,742.0,5.0,130.0,422.0,3.0,1996.0,1756.0,3,9303.0,69.0,42.0,122.0,5,6,872.0,1996,1997,204000
786.0,0.0,3.0,1,0.0,1.0,768.0,676.0,2.0,2008.0,1590.0,4,9000.0,75.0,0.0,30.0,5,8,768.0,2008,2008,210000
1728.0,0.0,4.0,1,1606.0,5.0,122.0,560.0,1.0,1976.0,1728.0,3,9297.0,63.0,0.0,0.0,5,5,1728.0,1976,1976,188000
1242.0,0.0,3.0,1,916.0,5.0,326.0,528.0,1.0,1973.0,1242.0,3,9600.0,80.0,320.0,0.0,6,7,1242.0,1973,1973,175500
624.0,720.0,4.0,1,0.0,1.0,624.0,513.0,1.0,1916.0,1344.0,3,4571.0,34.0,0.0,0.0,5,5,624.0,1916,1950,98000
1663.0,0.0,2.0,4,1116.0,4.0,248.0,529.0,2.0,1954.0,1663.0,4,53227.0,69.0,0.0,137.0,6,4,1364.0,1954,1994,256000
833.0,833.0,3.0,1,0.0,1.0,588.0,228.0,1.0,1925.0,1666.0,4,5100.0,69.0,0.0,63.0,7,8,588.0,1925,1996,161000
979.0,224.0,3.0,1,185.0,2.0,524.0,352.0,1.0,1950.0,1203.0,4,7015.0,69.0,161.0,0.0,4,5,709.0,1950,1950,110000
832.0,1103.0,3.0,1,544.0,6.0,288.0,552.0,3.0,2009.0,1935.0,3,8004.0,75.0,110.0,150.0,5,8,832.0,2009,2009,263435
575.0,560.0,3.0,1,350.0,5.0,0.0,576.0,2.0,1971.0,1135.0,4,7200.0,60.0,0.0,0.0,9,7,560.0,1936,2007,155000
864.0,0.0,3.0,1,553.0,3.0,0.0,360.0,1.0,1965.0,864.0,3,8281.0,60.0,0.0,0.0,5,5,864.0,1965,1965,62383
849.0,811.0,3.0,1,326.0,2.0,389.0,240.0,1.0,1939.0,1660.0,3,11988.0,74.0,0.0,0.0,7,6,715.0,1934,1995,188700
1040.0,0.0,3.0,1,616.0,3.0,424.0,0.0,0.0,1980.0,1040.0,3,8430.0,60.0,136.0,0.0,5,5,1040.0,1978,1978,124000
1414.0,0.0,2.0,1,0.0,1.0,1375.0,398.0,3.0,2004.0,1414.0,4,3072.0,69.0,18.0,20.0,5,7,1375.0,2004,2004,178740
1277.0,0.0,2.0,4,778.0,6.0,499.0,526.0,1.0,1970.0,1277.0,3,10628.0,85.0,0.0,0.0,5,7,1277.0,1970,1970,167000
888.0,0.0,3.0,1,386.0,2.0,342.0,312.0,1.0,1942.0,1644.0,4,9480.0,79.0,224.0,0.0,7,5,728.0,1942,1995,146500
1634.0,0.0,3.0,1,0.0,1.0,1626.0,866.0,2.0,2006.0,1634.0,4,11428.0,98.0,248.0,44.0,5,8,1626.0,2006,2006,250000
832.0,878.0,3.0,1,426.0,6.0,406.0,506.0,2.0,1993.0,1710.0,4,9291.0,76.0,120.0,70.0,5,6,832.0,1993,1993,187000
1502.0,0.0,1.0,3,368.0,6.0,0.0,528.0,2.0,1985.0,1502.0,4,6820.0,69.0,0.0,54.0,5,8,1488.0,1985,1985,212000
1161.0,808.0,3.0,1,0.0,1.0,808.0,534.0,2.0,1977.0,1969.0,3,11952.0,92.0,0.0,0.0,6,7,808.0,1977,1977,190000
1072.0,0.0,2.0,4,459.0,4.0,88.0,525.0,2.0,2005.0,1072.0,3,3675.0,35.0,80.0,28.0,5,6,547.0,2005,2005,148000
1976.0,0.0,2.0,4,1350.0,4.0,626.0,908.0,2.0,2006.0,1976.0,4,14977.0,110.0,304.0,63.0,5,8,1976.0,2006,2007,440000
1652.0,0.0,2.0,3,1196.0,6.0,298.0,499.0,2.0,2000.0,1652.0,5,5330.0,41.0,0.0,48.0,5,8,1494.0,2000,2000,251000
970.0,0.0,2.0,1,630.0,6.0,340.0,624.0,1.0,1996.0,970.0,3,8480.0,80.0,0.0,24.0,6,5,970.0,1963,1963,132500
1493.0,0.0,3.0,4,994.0,6.0,484.0,508.0,3.0,1997.0,1493.0,4,13125.0,75.0,215.0,39.0,5,6,1478.0,1997,1998,208900
2069.0,574.0,3.0,3,0.0,1.0,2153.0,694.0,3.0,2006.0,2643.0,5,13693.0,105.0,772.0,84.0,5,9,2153.0,2006,2006,380000
1718.0,0.0,3.0,4,1288.0,6.0,417.0,826.0,2.0,2007.0,1718.0,4,10637.0,79.0,336.0,44.0,5,8,1705.0,2007,2008,297000
1131.0,0.0,3.0,1,168.0,3.0,739.0,672.0,1.0,1995.0,1131.0,3,5925.0,50.0,435.0,72.0,7,4,907.0,1937,2000,89471
1850.0,0.0,3.0,4,1261.0,6.0,572.0,772.0,3.0,2004.0,1850.0,4,16033.0,98.0,378.0,112.0,5,9,1833.0,2004,2005,326000
1792.0,0.0,2.0,4,1567.0,6.0,225.0,874.0,3.0,2003.0,1792.0,5,11846.0,72.0,562.0,49.0,5,9,1792.0,2003,2004,374000
916.0,0.0,4.0,1,299.0,5.0,611.0,164.0,1.0,1915.0,1826.0,5,2500.0,50.0,0.0,0.0,8,7,910.0,1915,2005,155000
1216.0,0.0,2.0,1,897.0,6.0,319.0,402.0,1.0,1998.0,1216.0,3,4500.0,32.0,116.0,125.0,5,6,1216.0,1998,1998,164000
999.0,0.0,3.0,1,588.0,5.0,411.0,264.0,1.0,1963.0,999.0,4,7758.0,69.0,0.0,132.0,7,5,999.0,1962,2001,132500
1113.0,0.0,3.0,1,607.0,5.0,506.0,264.0,1.0,1950.0,1113.0,4,9600.0,80.0,0.0,80.0,7,5,1113.0,1950,2007,147000
1073.0,0.0,3.0,1,836.0,5.0,237.0,515.0,2.0,1965.0,1073.0,3,10289.0,79.0,168.0,0.0,7,5,1073.0,1965,1965,156000
1484.0,0.0,3.0,3,998.0,5.0,486.0,487.0,1.0,1971.0,1484.0,3,12243.0,70.0,0.0,0.0,6,5,1484.0,1971,1971,175000
1766.0,648.0,3.0,1,664.0,4.0,290.0,520.0,2.0,1970.0,2414.0,3,10800.0,60.0,0.0,0.0,4,5,954.0,1900,1970,160000
630.0,0.0,3.0,3,515.0,6.0,115.0,286.0,1.0,1970.0,630.0,4,1526.0,21.0,0.0,0.0,8,4,630.0,1970,2002,86000
616.0,688.0,3.0,2,0.0,1.0,264.0,336.0,3.0,1976.0,1304.0,3,2665.0,69.0,0.0,24.0,6,5,264.0,1976,1976,115000
958.0,620.0,3.0,1,403.0,4.0,238.0,240.0,1.0,1941.0,1578.0,2,9490.0,79.0,0.0,0.0,7,6,806.0,1941,1950,133000
728.0,728.0,3.0,1,0.0,1.0,728.0,429.0,2.0,2006.0,1456.0,3,15578.0,105.0,0.0,0.0,5,6,728.0,2006,2006,172785
1269.0,0.0,3.0,1,374.0,4.0,363.0,308.0,1.0,1964.0,1269.0,3,7931.0,70.0,0.0,0.0,6,5,1269.0,1960,1960,155000
886.0,0.0,2.0,1,0.0,1.0,190.0,273.0,1.0,1938.0,886.0,3,5784.0,50.0,0.0,20.0,8,5,190.0,1938,1996,91300
720.0,0.0,2.0,1,495.0,3.0,225.0,0.0,0.0,1980.0,720.0,3,7879.0,60.0,0.0,523.0,5,4,720.0,1920,1950,34900
3228.0,0.0,3.0,1,1231.0,6.0,1969.0,546.0,2.0,1992.0,3228.0,4,12692.0,69.0,0.0,75.0,5,8,3200.0,1992,1993,430000
1133.0,687.0,4.0,1,329.0,3.0,697.0,240.0,1.0,1925.0,1820.0,3,9120.0,60.0,0.0,100.0,6,7,1026.0,1925,1950,184000
899.0,0.0,3.0,1,450.0,5.0,414.0,288.0,3.0,1967.0,899.0,4,7800.0,65.0,89.0,0.0,7,5,864.0,1967,2004,130000
912.0,0.0,2.0,1,111.0,4.0,522.0,297.0,3.0,1958.0,912.0,3,7535.0,70.0,0.0,285.0,7,5,912.0,1958,1985,120000
672.0,546.0,3.0,1,356.0,4.0,316.0,264.0,1.0,1973.0,1218.0,3,1890.0,21.0,285.0,28.0,5,6,672.0,1973,1973,113000
866.0,902.0,3.0,1,400.0,6.0,466.0,603.0,2.0,2005.0,1768.0,4,9803.0,75.0,0.0,108.0,5,7,866.0,2005,2005,226700
1214.0,0.0,2.0,1,698.0,5.0,420.0,461.0,1.0,1965.0,1214.0,3,9170.0,70.0,0.0,0.0,7,5,1214.0,1965,1965,140000
1801.0,0.0,1.0,1,1247.0,5.0,254.0,484.0,3.0,1959.0,1801.0,3,15602.0,100.0,0.0,54.0,8,7,1501.0,1959,1997,289000
855.0,0.0,3.0,1,257.0,5.0,103.0,440.0,1.0,1974.0,1322.0,3,2308.0,24.0,0.0,0.0,5,6,855.0,1974,1974,147000
960.0,1000.0,4.0,1,0.0,1.0,960.0,400.0,1.0,1952.0,1960.0,3,7596.0,60.0,360.0,0.0,5,5,960.0,1952,1952,124500
